dominant_topic,n,share,any_relief_rate,monetary_relief_rate,non_monetary_relief_rate,timely_rate,mean_words,template_phrases
2,10092,0.3334765224862043,0.3090566785572731,0.0005945303210463733,0.3084621482362267,0.9957025784529282,149.26099881093936,0.36573523583036066
1,10002,0.330502593926577,0.21735652869426114,0.08538292341531693,0.13197360527894422,0.985562847046946,207.6643671265747,0.03419316136772645
6,5396,0.17830353897498596,0.1554855448480356,0.002038547071905115,0.15344699777613047,0.9660003736222679,182.78113417346182,0.2366567828020756
0,1640,0.05419158708654132,0.37317073170731707,0.0012195121951219512,0.3719512195121951,0.9987745098039216,119.075,3.830487804878049
3,951,0.03142451178006146,0.4426919032597266,0.0,0.4426919032597266,0.9978813559322034,217.38485804416405,5.708727655099895
5,902,0.029805372897597725,0.23392461197339245,0.0,0.23392461197339245,0.9988876529477196,95.17738359201773,0.08536585365853659
7,646,0.021346198327991277,0.34055727554179566,0.0,0.34055727554179566,1.0,69.1501547987616,0.05108359133126935
4,634,0.020949674520040974,0.35962145110410093,0.0015772870662460567,0.3580441640378549,0.9984025559105432,110.10883280757098,0.11198738170347003
